Addresses,Allocation %,Type,Sum
0x3e98d93877cb0aa89c683b1c1851d5e01b26ed3d,0.00%,Holders,
0x3e9d78d5d1b0661cb095187024a6c93f74307390,0.03%,Holders,
0x3f379f6ac1cc673ef93025bcafd7a7ea43455101,0.12%,Holders,
0x40997f435728ecc6d2af4e50bacd091386017433,0.04%,Holders,
0x40b8cef0fa62aef0050bf7d8bb62cf065583b648,0.00%,Holders,
0x41fead1984d77720120e745db466d9327afc3ba0,0.01%,Holders,
0x42069420c7eba7ef67056d53e984517b2668c418,3.96%,Holders,
0x4226874a5390a8c22a225781505a25f5222f19d4,0.39%,Holders,
0x424ff7f4a7cbb654e5168829c8535be3c0ef2e6c,0.00%,Holders,
0x425f730e2c107658259c1225a0eaa214dc8a9abc,0.00%,Holders,
0x431679f94b311ee9a483e7ade5dad908d8ee983c,0.00%,Holders,
0x4333e265a5640af11b8194cf75fe4defafdec776,0.00%,Holders,
0x4389b0dd74eba79f62d934118449fbbe529c9c6c,0.01%,Holders,
0x43b486d50ad8246928bb9ab0bb275984a253962f,0.00%,Holders,
0x44d8d7bc810ccf504f5d8e5060084780d4c33977,0.00%,Holders,
0x455cac3e69461c4a1f3624cfb6ea2679a0b61cd2,0.00%,Holders,
0x458f31e446c5ac173833030474a1f81cc43b654b,0.00%,Holders,
0x45dc4ff2503db06c848d11a13b33d3c384c3f1d4,0.01%,Holders,
0x45f8d7ce319fcbcfb78adff2f332ac15c7bb977b,0.00%,Holders,
0x46Af4D003f9381539fA53288398Fcf45bfF7Ff88,4.65%,Holders,
0x46e735ee501ee850c5328a1ebd2d227c6b5b4995,0.00%,Holders,
0x4736b02db015dcd1a57a69c889d073b100000000,0.00%,Holders,
0x47cc3a2c7a5987bd2d5067b98e3612e8d0179676,0.00%,Holders,
0x484ec62385e780f2460feac34864a77ba5a18134,0.02%,Holders,
0x484f45b4149b304971ada6e99eadae70231c510b,0.00%,Holders,
0x491ead6f489d20ae69f8df70a4a8d0c73975ee4d,0.01%,Holders,
0x494fffe361db6f113a5e1d69264d6c4830cf0efb,0.00%,Holders,
0x4a2e012a788014aefc8e0c7a46e57b6a7a15b88d,0.00%,Holders,
0x4a2ea96722b01c1e626fba0f4806257454c24458,0.00%,Holders,
0x4acc1cc9d43f0fc74f79e4a8db072167f3327999,0.00%,Holders,
0x4afd754395ec7554edfc23be7db1e93f57acf371,0.00%,Holders,
0x4c62965cbe72c0edbfa64e0f4fd45a8ddb4ee821,0.00%,Holders,
