Addresses ,Allocation % ,Type ,Sum
0x31795F8d8C553c373f989e1383A5F5E1f82bCE44,0.156599552572707%,LP,
0x9b616Ac1D31F17Be9B23560d93699cA7732e2808,0.156599552572707%,LP,
0x1215409f7897653c08Cd955C20cBaF18817A2D14,0.156599552572707%,LP,
0xCA0073964efe7f9422CeB16901018b1DB0cC4785,0.156599552572707%,LP,
0xB2195Db2eD4c549444e2e1CC25fDeaDC71572588,0.156599552572707%,LP,
0x9A3877A6A0f26015b106875581EF53CE8A6AeFba,0.156599552572707%,LP,
0x3C71B57A9ee8df5A6E9eA220e00D37878e20E1Cd,0.156599552572707%,LP,
0xb848c56dBec8b9F7147aF261880B8d9F1Aa05C09,0.156599552572707%,LP,
0x112c55C45DBCFde8D050E60e2935A7efe79cc37a,0.156599552572707%,LP,
0xbF4712EaEf756b4b17Ac34b7e0Ca3C36eB542C7d,0.156599552572707%,LP,
0xA40c4cd53C8B1423A7D5c72965c9750DF9C828Fb,0.156599552572707%,LP,
0xe7797fD817496F728B600C989F96d03E859AaB51,0.156599552572707%,LP,
0x344d8527a31d5ffE4Eb3AF55D3c667569ba5d91E,0.156599552572707%,LP,
0x9f34E322D6c83B763335F25326f09A78a1eC4Df5,0.156599552572707%,LP,
0xDa68a8f7dAdaEd387be410BBD172E8Af4ee383A7,0.156599552572707%,LP,
0xEb43F375378BfEc07977b2a315f1dd0AD6709510,0.156599552572707%,LP,
0x0c7BE72E04d4aFa9D848c7346f6984Ed3f41e4e0,0.156599552572707%,LP,
0x0f9EF41F81B763083b29460CFb788843e7Dd993c,0.156599552572707%,LP,
0xa9CA54c3bf965A4914fC205ABF1Dd7494150bFB0,0.156599552572707%,LP,
0x87A1148613c4Eb46B5Ac012bAc26EB6aaEbae124,0.156599552572707%,LP,
0x447f0cf804fd829E7A47Ff04A22833f38AeCb233,0.156599552572707%,LP,
0xae14CF58a7d5dd576502b3E19Df632ce2a07fD44,0.156599552572707%,LP,
0x9EF171A8C62Eea6455830Bde5de99Db5A7cA5119,0.156599552572707%,LP,
0xce65a2b43eFCcd13D7a7adF2ffb0C72aCDE0B2F1,0.156599552572707%,LP,
0x48d5D09B50B13004a5c9E3ED3100aFfc4bdB33a4,0.156599552572707%,LP,
0x0eB5A0754519B4C4037f58dacD27F0Da2A02783b,0.156599552572707%,LP,
0xC0a6305e8285381f1faA9C6f00dF6688A4De416A,0.156599552572707%,LP,
0xd8A005fbd4AABFa98C9495532D4Cb8adb12c040d,0.156599552572707%,LP,
