Address,Allocation,Type,Sum
0x21caDed0E50b60646af532E37D3124cF2669752B,0.166935710%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.159021440%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.162086579%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.163953035%,user,
0x21caDed0E50b60646af532E37D3124cF2669752B,0.128104582%,user,
0x171df4D197679e52881EE54856FeaF7B46A12dE0,0.054299890%,user,
0x7AFe134BAd08E70f3143c5212955239Ade95364d,0.011863617%,user,
0x9Ca3eFa0376214ca8d829C5e55a04fFF4e505887,0.000005550%,user,
0x9Ca3eFa0376214ca8d829C5e55a04fFF4e505887,0.001852521%,user,
0x4b7292679D439CCd83B972A5fF848b47391AFfCA,0.000000177%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.017041220%,user,
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.002179026%,user,
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.001463362%,user,
0xf7225c5358BcCDdC0542211fa4c9cB2d341D300f,0.000447398%,user,
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.012018006%,user,
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.926841263%,user,
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.040623009%,user,
0xF10F7720f3737706441e351B0723C204Cea64a9a,0.072868384%,user,
0x8C74aaD7a7daC4feF064145eAe2bcbF97c3547f7,0.016700087%,user,
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466461%,user,
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.040868831%,user,
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466455%,user,
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466455%,user,
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.056160981%,user,
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.087139216%,user,
0x98DEEef4f4eb07019F8Ca67F0896a346C41587D4,0.000240986%,user,
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.099663164%,user,
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.124573648%,user,
0x0f7eD66CDA30c3e702e4A975E3f1a4A17bf15E92,0.001447466%,user,
0x8f94d91b390FE43C935cd0bCD1F40845DCc44bb7,0.003291858%,user,
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.041021276%,user,
0x47354d298986326887f758361199AE6057Bb17db,0.004961804%,user,
0xAf86f48f891b05ae9F9115347F52E3bb4868E003,0.016489367%,user,
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.048193100%,user,
0x0d0021352C9532Ba644B34C1073e84A10d3191D5,0.000058200%,user,
0x48A1e3c67698ee0707DEF7F1cf6A6F2aB244BE22,0.021717340%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.058124292%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.057500937%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.057518452%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.054001379%,user,
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.053441777%,user,
0x1BbCB220D0a23281Fc0c51F43Ad49e03Dbe5FA96,0.192214592%,user,
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,0.000019900%,user,
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,0.005316362%,user,
0xe08C14193A8016ce452A3B01F989f40D97e33c9B,0.000127922%,user,
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.097204145%,user,
